day,city,flow
201902130000,1KY-开阳城关供销社LDB-ZD-2,230209.1
201902130100,1KY-开阳城关供销社LDB-ZD-2,155044.58
201902130200,1KY-开阳城关供销社LDB-ZD-2,100647.52
201902130300,1KY-开阳城关供销社LDB-ZD-2,66708.41
201902130400,1KY-开阳城关供销社LDB-ZD-2,47069.03
201902130500,1KY-开阳城关供销社LDB-ZD-2,37089.44
201902130600,1KY-开阳城关供销社LDB-ZD-2,40513.44
201902130700,1KY-开阳城关供销社LDB-ZD-2,74018.65
201902130800,1KY-开阳城关供销社LDB-ZD-2,142757.98
201902130900,1KY-开阳城关供销社LDB-ZD-2,190468.27
201902131000,1KY-开阳城关供销社LDB-ZD-2,222682.69
201902131100,1KY-开阳城关供销社LDB-ZD-2,240256.78
201902131200,1KY-开阳城关供销社LDB-ZD-2,258566.83
201902131300,1KY-开阳城关供销社LDB-ZD-2,263376.49
201902131400,1KY-开阳城关供销社LDB-ZD-2,258847.87
201902131500,1KY-开阳城关供销社LDB-ZD-2,257516.89
201902131600,1KY-开阳城关供销社LDB-ZD-2,257446.94
201902131700,1KY-开阳城关供销社LDB-ZD-2,255277.53
201902131800,1KY-开阳城关供销社LDB-ZD-2,259961.1
201902131900,1KY-开阳城关供销社LDB-ZD-2,280196.41
201902132000,1KY-开阳城关供销社LDB-ZD-2,303678.6
201902132100,1KY-开阳城关供销社LDB-ZD-2,316316.32
201902132200,1KY-开阳城关供销社LDB-ZD-2,322814.42
201902132300,1KY-开阳城关供销社LDB-ZD-2,293538.72
201902140000,1KY-开阳城关供销社LDB-ZD-2,227034.52
201902140100,1KY-开阳城关供销社LDB-ZD-2,155406.59
201902140200,1KY-开阳城关供销社LDB-ZD-2,102429.21
201902140300,1KY-开阳城关供销社LDB-ZD-2,68031.54
201902140400,1KY-开阳城关供销社LDB-ZD-2,48919.82
201902140500,1KY-开阳城关供销社LDB-ZD-2,40151.88
201902140600,1KY-开阳城关供销社LDB-ZD-2,45462.14
201902140700,1KY-开阳城关供销社LDB-ZD-2,79822.72
201902140800,1KY-开阳城关供销社LDB-ZD-2,143447.46
201902140900,1KY-开阳城关供销社LDB-ZD-2,188061.21
201902141000,1KY-开阳城关供销社LDB-ZD-2,217179.45
201902141100,1KY-开阳城关供销社LDB-ZD-2,234421.68
201902141200,1KY-开阳城关供销社LDB-ZD-2,250633.43
201902141300,1KY-开阳城关供销社LDB-ZD-2,256071.37
201902141400,1KY-开阳城关供销社LDB-ZD-2,254535.28
201902141500,1KY-开阳城关供销社LDB-ZD-2,254023.83
201902141600,1KY-开阳城关供销社LDB-ZD-2,255796.76
201902141700,1KY-开阳城关供销社LDB-ZD-2,256671.88
201902141800,1KY-开阳城关供销社LDB-ZD-2,265178.36
201902141900,1KY-开阳城关供销社LDB-ZD-2,286995.94
201902142000,1KY-开阳城关供销社LDB-ZD-2,310312.59
201902142100,1KY-开阳城关供销社LDB-ZD-2,322253.57
201902142200,1KY-开阳城关供销社LDB-ZD-2,319067.09
201902142300,1KY-开阳城关供销社LDB-ZD-2,282989.02
201902150000,1KY-开阳城关供销社LDB-ZD-2,218294.81
201902150100,1KY-开阳城关供销社LDB-ZD-2,147454.67
201902150200,1KY-开阳城关供销社LDB-ZD-2,96561.7
201902150300,1KY-开阳城关供销社LDB-ZD-2,64073.74
201902150400,1KY-开阳城关供销社LDB-ZD-2,44828.73
