1GS-绕城高速上麦村LHB-JS-1,202009260100,9360489.0
1GS-绕城高速上麦村LHB-JS-1,202009260200,9355812.0
1GS-绕城高速上麦村LHB-JS-1,202009260300,9356349.0
1GS-绕城高速上麦村LHB-JS-1,202009260400,9361239.0
1GS-绕城高速上麦村LHB-JS-1,202009260500,9368935.0
1GS-绕城高速上麦村LHB-JS-1,202009260600,9370956.0
1GS-绕城高速上麦村LHB-JS-1,202009260700,9369034.0
1GS-绕城高速上麦村LHB-JS-1,202009260800,9363058.0
1GS-绕城高速上麦村LHB-JS-1,202009260900,9361497.0
1GS-绕城高速上麦村LHB-JS-1,202009261000,9354928.0
1GS-绕城高速上麦村LHB-JS-1,202009261100,9354705.0
1GS-绕城高速上麦村LHB-JS-1,202009261200,9361178.0
1GS-绕城高速上麦村LHB-JS-1,202009261300,9354803.0
1GS-绕城高速上麦村LHB-JS-1,202009261400,9347167.0
1GS-绕城高速上麦村LHB-JS-1,202009261500,9338452.0
1GS-绕城高速上麦村LHB-JS-1,202009261600,9326610.0
1GS-绕城高速上麦村LHB-JS-1,202009261700,9313381.0
1GS-绕城高速上麦村LHB-JS-1,202009261800,9313881.0
1GS-绕城高速上麦村LHB-JS-1,202009261900,9313981.0
1GS-绕城高速上麦村LHB-JS-1,202009262000,9309789.0
1GS-绕城高速上麦村LHB-JS-1,202009262100,9301319.0
1GS-绕城高速上麦村LHB-JS-1,202009262200,9289945.0
1GS-绕城高速上麦村LHB-JS-1,202009262300,9274576.0
1GS-绕城高速上麦村LHB-JS-1,202009270000,9266828.0
