4HS-惠水雅水LZB-YZ-1_11,202009271015,26605.654
4HS-惠水雅水LZB-YZ-1_11,202009271020,27055.35
4HS-惠水雅水LZB-YZ-1_11,202009271025,27359.582
4HS-惠水雅水LZB-YZ-1_11,202009271030,27794.02
4HS-惠水雅水LZB-YZ-1_11,202009271035,28116.76
4HS-惠水雅水LZB-YZ-1_11,202009271040,28358.146
4HS-惠水雅水LZB-YZ-1_11,202009271045,28574.557
4HS-惠水雅水LZB-YZ-1_11,202009271050,28727.512
4HS-惠水雅水LZB-YZ-1_11,202009271055,28963.512
4HS-惠水雅水LZB-YZ-1_11,202009271100,29173.123
4HS-惠水雅水LZB-YZ-1_11,202009271105,29372.48
4HS-惠水雅水LZB-YZ-1_11,202009271110,29584.68
